total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders
39.0,1.09,7,18,15.04,18.39,45.89,17.33,3.35,0.0,0.0,0.0,1.0
40.86363636363637,18.805,1,1,22.782272727272726,47.90136363636364,14.397727272727272,5.881363636363637,3.627727272727273,0.0,5.411363636363636,0.0,22.0
5.0,0.0,3,14,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0
31.166666666666668,10.475,7,12,20.966666666666665,16.063333333333336,54.37833333333334,5.233333333333333,2.111666666666667,1.2483333333333333,0.0,0.0,6.0
69.25,3.1825,3,9,18.8,50.27,15.965,5.815,1.11,0.0,0.0,8.0375,4.0
10.0,30.64,7,21,0.0,0.0,0.0,56.1,43.9,0.0,0.0,0.0,1.0
58.85714285714285,16.72142857142857,6,22,42.28071428571428,44.18928571428573,6.1085714285714285,4.228571428571429,1.6949999999999998,0.2292857142857143,1.270714285714286,0.0,14.0
60.0,5.13,3,20,31.85,30.42,12.51,11.6,13.61,0.0,0.0,0.0,1.0
26.266666666666666,1.3266666666666669,1,16,15.789333333333332,40.084,7.281333333333333,6.295333333333334,4.274666666666667,0.0,26.276666666666664,0.0,15.0
43.0,8.726666666666667,7,18,18.73333333333333,39.53333333333333,9.096666666666666,18.12666666666667,10.366666666666667,4.1433333333333335,0.0,0.0,3.0
39.0,5.65,4,20,6.03,4.07,49.06,4.93,0.0,0.0,35.92,0.0,1.0
17.0,13.75,3,14,12.55,0.0,69.47,17.99,0.0,0.0,0.0,0.0,1.0
34.0,11.39,1,13,0.0,0.0,53.03,15.7,23.44,7.83,0.0,0.0,1.0
28.1,2.493,5,14,39.48800000000001,35.142,19.95800000000001,4.823,0.212,0.377,0.0,0.0,10.0
33.625,5.7387500000000005,1,10,23.36125,52.69375,19.715,1.5875,2.64125,0.0,0.0,0.0,8.0
11.0,24.63,1,11,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0
5.5,0.14,1,12,0.0,0.0,4.72,0.0,0.0,0.0,95.28,0.0,2.0
28.0,13.05,7,14,24.45,0.0,29.22,19.09,23.12,0.0,4.11,0.0,1.0
7.5,9.625,7,13,6.215,0.0,9.61,0.0,0.0,0.0,84.18,0.0,2.0
38.0,8.73,5,2,17.71,7.04,20.6,51.91,2.74,0.0,0.0,0.0,1.0
38.46666666666667,2.4100000000000006,1,10,12.175333333333333,47.374,22.514000000000003,7.956666666666666,1.1733333333333331,2.6086666666666662,6.198666666666666,0.0,15.0
71.75,9.357500000000002,7,23,56.11,17.752499999999998,17.4925,5.757499999999999,2.2375,0.0,0.6475,0.0,4.0
37.0,12.776666666666664,3,8,25.32333333333333,28.626666666666665,27.703333333333333,13.076666666666666,4.3966666666666665,0.0,0.0,0.8744444444444445,9.0
31.125,11.5975,1,1,25.1575,41.5725,11.48125,4.095,1.0175,0.0,16.67875,0.0,8.0
19.33333333333333,16.786666666666665,1,13,23.19666666666667,46.54999999999999,15.623333333333331,0.0,6.6933333333333325,0.0,1.5933333333333335,6.343333333333334,3.0
30.0,6.75,1,19,55.42,0.0,44.58,0.0,0.0,0.0,0.0,0.0,1.0
33.4,11.384,1,21,23.634,32.986000000000004,33.778000000000006,7.07,1.806,0.724,0.0,0.0,5.0
27.454545454545453,5.533636363636362,7,17,19.79636363636364,30.27272727272728,6.880000000000001,9.47,9.712727272727273,0.4036363636363637,23.463636363636365,0.0,11.0
20.5,14.575,5,12,32.510000000000005,0.0,24.97,39.69,2.835,0.0,0.0,0.0,2.0
20.33333333333333,2.95,1,11,15.698333333333336,4.685,17.048333333333336,18.3,19.716666666666665,0.4716666666666667,24.078333333333337,0.0,6.0
29.0,7.9700000000000015,2,13,15.446666666666664,45.61333333333334,8.133333333333333,30.80666666666667,0.0,0.0,0.0,0.0,3.0
23.0,12.09,1,19,60.89,0.0,20.79,16.22,2.1,0.0,0.0,0.0,1.0
17.5,2.99,4,21,15.9,3.15,44.05,0.0,0.0,0.0,36.905,0.0,2.0
58.4,18.102,5,10,17.448,38.09,32.692,1.94,6.888,2.684,0.26,0.0,5.0
52.4,7.278,3,22,25.324,12.366,33.762,10.706,5.13,0.0,12.712,0.0,5.0
21.0,12.035,2,19,12.295,0.0,5.4,73.715,8.59,0.0,0.0,0.0,2.0
21.0,4.22,5,0,19.05,54.07,26.88,0.0,0.0,0.0,0.0,0.0,1.0
13.0,1.4,4,22,10.14,8.11,52.34,9.74,0.0,0.0,0.0,19.67,1.0
48.5,4.03,2,13,38.79,20.655,15.055,16.36,0.0,7.735,1.405,0.0,2.0
34.25,12.52875,5,12,34.825,0.0,27.49125,11.78375,23.3725,2.52625,0.0,0.0,8.0
19.0,15.13,1,16,19.11,8.83,24.18,47.88,0.0,0.0,0.0,0.0,1.0
35.0,39.77,1,22,11.86,18.13,3.35,54.06,12.6,0.0,0.0,0.0,1.0
16.0,4.02,7,15,12.06,0.0,39.13,5.05,19.55,24.2,0.0,0.0,1.0
45.0,4.475,5,16,60.760000000000005,0.0,14.855,14.415,9.97,0.0,0.0,0.0,2.0
30.666666666666668,0.8966666666666666,2,23,38.99,0.0,0.7833333333333333,34.20666666666667,15.173333333333332,6.583333333333333,2.376666666666667,1.893333333333333,3.0
5.0,0.0,2,22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.75,3.01,3,18,87.6825,0.0,5.3125,6.3125,0.695,0.0,0.0,0.0,4.0
74.5,4.045,6,3,27.775,14.47,30.47,9.155,1.945,0.0,7.895,0.0,2.0
30.5,12.72,2,12,16.64,26.005,6.935,0.0,2.17,0.0,48.25,0.0,2.0
19.0,22.14,7,23,30.34,0.0,69.66,0.0,0.0,0.0,0.0,0.0,1.0
37.0,5.47,1,18,27.59,0.0,47.58,24.83,0.0,0.0,0.0,0.0,1.0
24.0,11.79,1,22,69.35,0.0,5.24,25.41,0.0,0.0,0.0,0.0,1.0
82.25,49.962500000000006,1,21,81.62,0.0,15.8325,1.06,0.0,0.0,1.05,0.0,4.0
16.0,8.875,5,0,0.0,5.085,45.295,0.0,0.0,0.0,49.620000000000005,0.0,2.0
72.0,5.79,2,12,20.61,4.6,51.37,23.43,0.0,0.0,0.0,0.0,1.0
33.0,0.26,1,19,61.61,0.0,4.44,5.845,5.925000000000001,20.48,0.0,1.7,2.0
37.5,1.3233333333333333,5,11,7.578333333333333,16.59,28.31,11.615,6.458333333333333,2.353333333333333,27.093333333333334,0.0,6.0
6.0,0.0,6,12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
12.0,6.44,4,20,20.26,0.0,79.74,0.0,0.0,0.0,0.0,0.0,1.0
44.5,6.847499999999999,1,18,11.9375,25.6575,20.2025,13.6825,1.4475,0.0,27.067500000000003,0.0,4.0
17.5,1.49,2,16,20.895,38.45,11.965,7.819999999999999,10.010000000000002,10.86,0.0,0.0,2.0
21.83333333333333,7.348333333333334,1,16,17.105,0.0,34.71666666666666,21.32,16.021666666666665,5.226666666666667,0.0,5.608333333333333,6.0
12.5,16.950000000000003,7,10,11.62,0.0,28.375,28.55,31.455,0.0,0.0,0.0,2.0
19.0,12.97,1,10,0.0,0.0,21.96,69.61,8.43,0.0,0.0,0.0,1.0
39.785714285714285,3.911428571428572,1,16,28.66071428571429,21.74642857142857,23.465000000000003,11.031428571428568,4.558571428571428,0.6378571428571428,9.899285714285712,0.0,14.0
59.92857142857143,4.242857142857143,7,22,19.57,57.855,11.21,9.719285714285716,0.5192857142857142,0.11,1.0178571428571428,0.0,14.0
26.5,11.704999999999998,7,19,31.096666666666668,28.746666666666663,15.926666666666668,9.82,6.118333333333333,0.0,8.295,0.0,6.0
44.0,3.355,2,20,28.825,53.6225,5.734999999999999,6.865,4.9525,0.0,0.0,0.0,4.0
28.5,8.925,6,11,17.38,32.475,13.85,18.255000000000003,7.315,0.0,10.725,0.0,2.0
38.333333333333336,3.801666666666667,7,16,38.048333333333325,0.0,25.27666666666666,19.256666666666664,10.376666666666669,0.91,6.13,0.0,6.0
21.0,16.8,2,19,22.71,0.0,0.0,33.73,43.55,0.0,0.0,0.0,1.0
23.857142857142858,5.132857142857143,7,20,34.87285714285714,8.584285714285715,27.80142857142857,16.99,5.2557142857142845,0.0,6.4957142857142856,0.0,7.0
76.66666666666667,1.2466666666666668,3,23,11.058333333333335,38.34333333333333,38.88333333333333,7.479999999999999,4.239999999999999,0.0,0.0,0.0,6.0
22.5,13.455,7,12,11.275,0.0,7.87,30.025,17.740000000000002,5.915,27.185,0.0,2.0
26.0,17.345,1,15,5.53,0.0,0.795,33.985,1.45,0.0,58.24,0.0,2.0
140.6,4.018,1,13,23.702,50.446,14.655,5.869,4.875,0.4529999999999999,0.0,0.0,10.0
15.8,37.71,7,22,10.664,13.974,2.256,16.39,21.274,0.0,35.44199999999999,0.0,5.0
47.5,11.34,6,13,11.305,0.0,30.385,29.51,18.405,0.48,9.92,0.0,2.0
33.0,4.41,2,15,42.06,0.0,12.22,18.74,5.25,21.74,0.0,0.0,1.0
24.0,0.95,7,18,5.84,16.64,13.82,46.85,16.85,0.0,0.0,0.0,1.0
12.0,25.04,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0
41.0,9.15,3,20,47.72,0.0,26.685,19.535,6.065,0.0,0.0,0.0,2.0
40.0,26.09,1,21,4.55,13.71,2.57,33.45,0.0,0.0,45.72,0.0,1.0
29.0,4.89,6,13,19.38,0.0,61.08,19.54,0.0,0.0,0.0,0.0,1.0
15.0,17.88,7,11,24.94,0.0,8.55,66.51,0.0,0.0,0.0,0.0,1.0
34.0,8.23,1,14,26.32,0.0,16.995,34.620000000000005,20.795,0.0,1.265,0.0,2.0
40.0,13.84,4,12,30.904,1.192,27.104000000000003,24.248,15.718,0.0,0.834,0.0,5.0
9.0,17.743750000000002,1,13,5.827500000000001,0.31375,68.4125,7.1325,18.31375,0.0,0.0,0.0,8.0
54.5,10.0475,3,16,35.42,0.0,19.0025,36.39,5.1325,2.405,0.0,1.6475,4.0
23.0,66.86,6,0,0.0,0.0,0.0,46.12,15.34,0.0,38.54,0.0,1.0
18.0,5.68,5,22,0.0,0.0,69.845,0.0,0.0,0.0,0.0,30.155,2.0
13.5,7.101666666666667,4,11,5.378333333333334,0.0,14.911666666666669,20.101666666666667,11.401666666666666,3.431666666666666,42.05833333333334,2.716666666666667,6.0
20.0,8.37,5,20,26.01,0.0,73.99,0.0,0.0,0.0,0.0,0.0,1.0
14.0,4.255,7,22,35.875,0.0,37.16,16.595,10.37,0.0,0.0,0.0,2.0
13.6,5.162,2,11,10.792000000000002,0.0,0.988,28.05,48.114,0.0,0.0,12.053999999999998,5.0
49.0,17.93375,4,10,13.4425,48.53625,8.44,20.58125,8.26625,0.645,0.08625,0.0,8.0
50.0,23.92,4,21,33.99,0.0,6.44,0.0,0.0,0.0,59.57,0.0,1.0
38.25,2.2525,4,18,13.8475,0.0,46.3275,27.345,12.035,0.445,0.0,0.0,4.0
8.0,53.29,7,22,13.31,3.76,0.0,41.68,0.0,0.0,41.24,0.0,1.0
37.0,28.21,5,12,23.365,0.0,9.98,34.03,11.935,0.0,10.66,0.0,2.0
10.5,0.7,4,18,9.22,0.0,1.595,10.295,14.51,0.0,64.375,0.0,2.0
44.0,24.13,4,11,0.0,0.0,17.71,82.29,0.0,0.0,0.0,0.0,1.0
32.0,11.73,1,0,3.5700000000000003,18.06,70.65,4.945,2.775,0.0,0.0,0.0,2.0
22.666666666666668,5.346666666666667,6,22,19.596666666666668,0.0,15.99,23.096666666666664,35.053333333333335,6.266666666666667,0.0,0.0,3.0
27.0,1.69,1,15,11.32,0.0,0.0,37.45,24.56,26.67,0.0,0.0,1.0
12.0,22.06,2,9,0.0,13.79,0.0,60.17,26.05,0.0,0.0,0.0,1.0
30.4,3.652,5,11,43.824,2.67,30.886,9.58,4.516,0.0,0.0,8.522,5.0
27.0,7.535,1,23,45.895,0.0,54.105,0.0,0.0,0.0,0.0,0.0,2.0
14.9,4.421,1,20,4.587000000000001,12.23,14.599,14.268,6.678,8.333000000000002,39.307,0.0,10.0
48.5,9.135,3,18,47.065,0.0,17.705,28.185,0.815,2.355,3.88,0.0,2.0
38.0,13.02,3,9,1.08,49.99,23.66,24.0,0.0,0.0,0.0,1.26,1.0
18.88888888888889,6.287777777777778,4,10,28.60333333333333,33.221111111111114,29.778888888888886,0.8966666666666667,6.855555555555556,0.0,0.6411111111111111,0.0,9.0
26.666666666666668,23.676666666666662,2,14,3.126666666666667,0.0,3.19,78.96666666666667,13.816666666666668,0.0,0.9,0.0,3.0
27.0,26.38,3,22,0.0,0.0,4.76,34.1,53.87,7.26,0.0,0.0,1.0
16.0,12.64,3,4,0.0,0.0,0.0,0.0,12.52,0.0,0.0,87.48,1.0
23.33333333333333,2.41,7,18,26.42,20.58333333333333,45.18666666666667,1.55,6.260000000000001,0.0,0.0,0.0,3.0
27.666666666666668,9.351666666666668,3,14,53.49666666666666,1.2616666666666667,20.58,10.51,11.248333333333331,2.901666666666667,0.0,0.0,6.0
23.0,32.17,7,19,55.09,0.0,44.91,0.0,0.0,0.0,0.0,0.0,1.0
39.5,9.0775,3,14,47.56,16.57,13.1025,14.915,7.854999999999999,0.0,0.0,0.0,4.0
34.0,15.68,6,22,25.86,21.74,27.18,25.22,0.0,0.0,0.0,0.0,1.0
12.454545454545457,2.27,1,20,21.89090909090909,14.795454545454543,38.00090909090909,11.11,13.073636363636364,1.1263636363636365,0.0,0.0,11.0
17.0,13.91,7,12,44.31,0.0,40.13,0.0,15.57,0.0,0.0,0.0,1.0
25.857142857142858,4.867142857142857,4,12,24.438571428571432,41.32285714285714,21.195714285714285,6.251428571428572,5.567142857142857,0.0,1.2242857142857144,0.0,7.0
37.0,4.99,1,10,34.74,14.77,38.33,2.87,9.29,0.0,0.0,0.0,1.0
53.0,7.5,4,9,22.71,0.0,33.09,40.61,3.59,0.0,0.0,0.0,1.0
25.0,6.97,1,0,7.48,0.0,35.93,29.4,19.24,0.0,0.0,7.95,1.0
24.75,16.23,7,9,17.37,24.405,29.525,11.1125,2.0575,0.0,15.5275,0.0,4.0
15.0,16.19,2,12,22.42,0.0,48.9,28.67,0.0,0.0,0.0,0.0,1.0
34.21052631578947,6.064736842105263,2,21,17.676315789473684,35.6778947368421,19.63473684210526,9.857894736842104,0.4621052631578947,0.1047368421052631,15.304736842105262,0.0,19.0
22.0,4.72,4,7,35.705,0.0,31.23,27.535,5.53,0.0,0.0,0.0,2.0
32.5,6.005,1,18,20.955,0.0,67.165,10.375,1.505,0.0,0.0,0.0,2.0
6.0,0.0,7,19,0.0,0.0,0.0,15.39,0.0,0.0,84.61,0.0,1.0
31.75,8.982500000000002,1,23,11.8025,30.2925,5.672499999999999,40.065,12.165,0.0,0.0,0.0,4.0
10.0,3.9,1,0,0.0,0.0,0.0,78.49,21.51,0.0,0.0,0.0,1.0
17.0,5.02,3,17,4.86,0.0,68.7,26.45,0.0,0.0,0.0,0.0,1.0
9.0,41.19,5,22,0.0,0.0,7.47,31.47,0.0,0.0,61.06,0.0,1.0
35.0,6.3,1,9,32.92,0.0,19.35,45.67,2.06,0.0,0.0,0.0,1.0
72.46153846153847,2.5292307692307694,1,14,39.36384615384615,23.85538461538461,16.164615384615384,12.741538461538465,1.9315384615384612,5.940769230769231,0.0,0.0,13.0
38.0,10.4,7,13,2.28,0.0,13.34,71.41,12.97,0.0,0.0,0.0,1.0
10.5,7.595,7,22,0.0,5.865,21.18,19.78,0.0,0.0,53.17,0.0,2.0
39.0,0.0,7,23,13.23,0.0,3.34,51.0,22.28,0.0,0.0,10.15,1.0
10.666666666666666,2.283333333333333,3,8,20.44,0.0,31.00666666666667,37.66666666666666,10.886666666666663,0.0,0.0,0.0,3.0
31.33333333333333,3.605,7,15,25.195000000000004,10.995,14.736666666666666,13.715000000000002,6.408333333333334,4.641666666666667,24.305,0.0,6.0
52.66666666666666,9.723333333333334,2,17,11.4,33.583333333333336,18.17333333333333,27.546666666666667,6.973333333333334,0.0,2.3266666666666667,0.0,3.0
5.0,20.05,3,16,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0
25.83333333333333,0.0983333333333333,4,11,19.16,43.35833333333334,8.43,1.1833333333333331,5.956666666666666,20.42,1.4916666666666665,0.0,6.0
29.0,15.3,2,22,15.99,0.0,27.2,29.27,1.58,0.0,0.0,25.96,1.0
17.0,-18.880000000000003,3,3,32.595,0.0,50.255,10.425,6.725,0.0,0.0,0.0,2.0
56.0,1.98,6,12,13.945,40.005,34.015,5.04,3.715,2.315,0.96,0.0,2.0
24.0,7.35,4,23,37.72,0.0,26.48,22.43,13.38,0.0,0.0,0.0,1.0
28.0,7.46,7,22,0.0,26.81,45.49,27.7,0.0,0.0,0.0,0.0,1.0
59.6,8.44,2,17,27.324,17.856,19.140000000000004,25.6,7.917999999999999,2.16,0.0,0.0,5.0
25.0,0.88,2,12,27.92,18.34,25.18,0.0,0.0,0.0,28.55,0.0,1.0
37.0,5.03,3,1,22.79,0.0,39.4,25.17,12.64,0.0,0.0,0.0,1.0
30.76923076923077,12.523076923076925,1,16,28.91846153846154,0.0,38.883076923076935,27.28076923076923,3.069230769230769,1.8484615384615384,0.0,0.0,13.0
38.285714285714285,11.47,5,21,12.604285714285714,13.295714285714284,40.46142857142856,29.38428571428571,4.254285714285714,0.0,0.0,0.0,7.0
30.75,16.490000000000002,6,16,9.39,0.0,72.4,14.485,3.7225,0.0,0.0,0.0,4.0
10.0,4.01,6,10,8.88,0.0,0.0,10.9,0.0,0.0,80.23,0.0,1.0
25.33333333333333,0.5533333333333333,1,10,8.183333333333332,51.653333333333336,17.023333333333333,8.576666666666666,9.090000000000002,5.473333333333334,0.0,0.0,3.0
77.0,3.2,5,14,7.05,41.89,20.4,0.0,19.24,11.43,0.0,0.0,1.0
56.85714285714285,3.4314285714285715,5,0,10.55642857142857,61.37571428571429,12.380714285714287,8.003571428571428,3.943571428571429,0.145,3.592142857142857,0.0,14.0
15.0,1.39,2,22,3.32,19.42,9.42,0.0,0.0,0.0,67.84,0.0,1.0
20.0,2.4666666666666663,2,19,20.916666666666668,0.4333333333333333,29.30333333333333,11.808333333333332,3.315,0.0,34.223333333333336,0.0,6.0
63.66666666666666,2.49,1,17,12.966666666666669,41.63333333333333,27.246666666666663,12.57,2.7,2.8816666666666664,0.0,0.0,6.0
24.0,1.635,1,22,73.935,0.0,26.065,0.0,0.0,0.0,0.0,0.0,2.0
38.2,6.994,7,22,34.54,28.846000000000004,12.32,18.362,2.3020000000000005,3.63,0.0,0.0,5.0
36.0,1.305,7,22,23.05,0.0,59.760000000000005,9.66,0.0,0.0,0.0,7.53,2.0
28.33333333333333,3.7266666666666666,3,22,21.85333333333333,30.100000000000005,10.766666666666666,18.766666666666666,0.0,0.0,18.516666666666666,0.0,3.0
15.0,1.11,7,22,14.84,6.325,2.785,3.56,9.99,0.0,62.495,0.0,2.0
38.5,15.125,3,11,24.7425,0.0,16.6025,54.5125,4.1425,0.0,0.0,0.0,4.0
40.0,31.68,6,13,16.744999999999997,39.11,10.105,25.22,8.825,0.0,0.0,0.0,2.0
16.0,7.35,2,11,24.72,0.0,55.155,15.63,0.0,4.5,0.0,0.0,2.0
25.0,3.57,7,17,2.18,0.0,34.3,53.94,9.58,0.0,0.0,0.0,1.0
61.0,7.26,7,1,36.13,0.0,20.98,35.93,5.17,1.79,0.0,0.0,1.0
34.0,6.44,7,21,59.44,0.0,10.005,15.025,10.065,5.465,0.0,0.0,2.0
29.5,22.63,4,9,11.855,51.375,0.0,18.42,12.505,5.84,0.0,0.0,2.0
66.25,12.09,2,12,19.8325,11.0925,42.7325,25.36,0.6175,0.0,0.365,0.0,4.0
26.5,1.49,3,23,12.84,37.395,25.365,19.915,4.48,0.0,0.0,0.0,2.0
66.0,2.62,7,21,64.7,0.0,24.59,10.27,0.0,0.43,0.0,0.0,1.0
26.33333333333333,1.4333333333333336,2,17,11.096666666666666,33.406666666666666,32.24,15.983333333333334,5.6933333333333325,1.586666666666667,0.0,0.0,3.0
55.66666666666666,3.653333333333333,3,12,29.55,40.08666666666667,20.55333333333333,7.0,2.81,0.0,0.0,0.0,3.0
26.05263157894737,12.633684210526315,7,16,14.950526315789476,35.71894736842105,27.40578947368421,17.164210526315788,0.0826315789473684,0.0,4.156315789473684,0.0,19.0
23.0,0.0,5,19,23.31,23.99,7.08,24.64,0.0,20.98,0.0,0.0,1.0
41.25,4.74,2,12,29.835,0.0,33.0825,19.6375,8.012500000000001,0.0,9.435,0.0,4.0
11.0,0.0,1,19,61.67,0.0,33.0,5.33,0.0,0.0,0.0,0.0,1.0
29.166666666666668,3.2566666666666664,4,22,13.88,23.83666666666667,30.813333333333336,7.594999999999999,5.391666666666666,0.315,18.168333333333337,0.0,6.0
13.333333333333334,5.633333333333333,3,10,15.74,0.0,52.94,18.06,0.0,7.05,0.0,6.213333333333334,3.0
36.0,6.86,3,20,26.87,18.41,39.14,15.58,0.0,0.0,0.0,0.0,1.0
22.0,0.0,5,11,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0
35.75,5.465,2,10,24.25,54.3925,10.6025,5.9775,4.78,0.0,0.0,0.0,4.0
19.0,2.293333333333333,1,16,6.510000000000001,7.463333333333334,84.95666666666666,0.0,0.0,1.07,0.0,0.0,3.0
31.0,1.65,1,14,51.315,0.0,37.33,0.0,0.0,3.2,0.0,8.15,2.0
48.0,7.35,7,20,47.945,0.0,25.855,16.005,6.494999999999999,3.7,0.0,0.0,2.0
63.333333333333336,8.353333333333333,6,9,23.01,23.55,25.53333333333333,13.663333333333334,12.92,0.0,1.3233333333333337,0.0,3.0
58.333333333333336,16.16,2,12,27.57333333333333,0.0,16.993333333333332,22.923333333333336,32.35,0.16,0.0,0.0,3.0
12.0,2.45,7,13,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0
30.0,22.11,1,23,7.68,7.32,28.93,56.07,0.0,0.0,0.0,0.0,1.0
27.0,3.662,2,18,17.944,7.592,43.738,1.6780000000000002,2.634,0.0,26.414,0.0,5.0
28.5,16.995,2,11,16.38,26.08,52.485,3.8,0.0,1.255,0.0,0.0,2.0
